Date,Time,Sender,Receiver,Amount,Payment Type,Sender Bank Location,Receiver Bank Location,Payment Currency,Receiver Currency,Is Suspicious,Type
2023-08-29,01:00:00,ACC01010207,ACC01010208,3119.557026322285,ACH,Germany,Germany,EUR,EUR,0,Periodical
2023-07-28,00:00:00,ACC01013852,ACC01013860,7209.75,ACH,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-02-11,00:00:00,ACC01013303,ACC01013305,2556.91,Cheque,Japan,Japan,JPY,JPY,0,Normal Group
2023-04-01,17:00:00,ACC01010121,ACC01010122,9700.037493571694,ACH,Germany,Germany,EUR,EUR,0,Periodical
2023-09-10,00:00:00,ACC01015535,ACC01015537,8727.33,Cheque,Australia,Australia,AUD,AUD,0,Normal Group
2023-11-15,16:31:00,ACC01001365,ACC01001366,269.26,Cash,United States,Canada,USD,CAD,0,Single Transaction
2023-02-23,00:00:00,ACC01012169,ACC01012170,1914.95,Credit Card,Spain,Spain,EUR,EUR,0,Normal Group
2023-03-12,00:00:00,ACC01013186,ACC01013188,9025.94,Cash,United States,United States,USD,USD,0,Normal Group
2023-03-02,16:00:00,ACC01011093,ACC01011094,513.5907587208893,ACH,Australia,Australia,AUD,AUD,0,Periodical
2023-03-02,22:00:00,ACC01010053,ACC01010054,5296.09684368619,ACH,Spain,Spain,EUR,EUR,0,Periodical
2023-04-01,10:00:00,ACC01009873,ACC01009874,5266.456579292237,ACH,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-03-19,00:00:00,ACC01011602,ACC01011603,7486.75,Cheque,Australia,Australia,AUD,AUD,0,Normal Group
2023-04-01,19:00:00,ACC01010695,ACC01010696,866.7319615763923,Debit Card,Spain,Spain,EUR,EUR,0,Periodical
2023-04-01,06:00:00,ACC01010717,ACC01010718,2461.86983292259,ACH,Japan,Japan,JPY,JPY,0,Periodical
2023-09-07,00:00:00,ACC01015490,ACC01015496,1895.94,Debit Card,Spain,Spain,EUR,EUR,0,Normal Group
2023-11-17,00:00:00,ACC01013375,ACC01013377,5553.54,ACH,Germany,Germany,EUR,EUR,0,Normal Group
2023-04-01,11:00:00,ACC01010927,ACC01010928,3593.419504155609,Debit Card,Italy,Italy,EUR,EUR,0,Periodical
2023-10-28,22:00:00,ACC01009703,ACC01009704,2468.909865762265,Debit Card,Germany,Germany,EUR,EUR,0,Periodical
2023-05-31,08:00:00,ACC01011049,ACC01011050,4905.01756414872,ACH,Germany,Germany,EUR,EUR,0,Periodical
2023-09-17,00:00:00,ACC01015751,ACC01015753,4754.07,Credit Card,Germany,Germany,EUR,EUR,0,Normal Group
2023-04-20,23:21:00,ACC01003257,ACC01003258,829.79,ACH,Italy,Italy,EUR,EUR,0,Single Transaction
2023-05-07,00:00:00,ACC01012826,ACC01012827,964.12,Debit Card,France,France,EUR,EUR,0,Normal Group
2023-02-14,00:00:00,ACC01012502,ACC01012509,4541.52,Debit Card,France,France,EUR,EUR,0,Normal Group
2023-01-21,09:56:00,ACC01009135,ACC01009136,1754.77,Cheque,Spain,Germany,EUR,EUR,0,Single Transaction
2023-10-25,00:00:00,ACC01014347,ACC01014349,5049.3,ACH,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-07-30,12:00:00,ACC01010521,ACC01010522,4738.925164913548,ACH,Italy,Italy,EUR,EUR,0,Periodical
2023-11-02,00:07:00,ACC01007303,ACC01007304,847.84,Cross-border,Italy,Italy,EUR,EUR,0,Single Transaction
2023-07-30,04:00:00,ACC01011539,ACC01011540,7184.296695831043,ACH,Canada,Canada,CAD,CAD,0,Periodical
2023-05-31,15:00:00,ACC01011493,ACC01011494,8624.268903782026,Debit Card,Germany,Germany,EUR,EUR,0,Periodical
2023-01-01,11:00:00,ACC01011193,ACC01011194,4056.73897351947,ACH,Canada,Canada,CAD,CAD,0,Periodical
2023-10-25,16:00:00,ACC01000082,ACC01000083,9412.05,ACH,United States,United Kingdom,USD,GBP,1,Structuring
2023-08-03,00:00:00,ACC01014851,ACC01014858,6222.94,Debit Card,Japan,Japan,JPY,JPY,0,Normal Group
2023-01-16,11:57:00,ACC01006077,ACC01006078,1605.06,Cash,United States,France,USD,EUR,0,Single Transaction
2023-10-02,00:00:00,ACC01011665,ACC01011666,3671.48,Credit Card,United States,United States,USD,USD,0,Normal Group
2023-01-16,00:00:00,ACC01011980,ACC01011982,1505.11,Cross-border,Germany,Germany,EUR,EUR,0,Normal Group
2023-11-29,00:00:00,ACC01013114,ACC01013117,6418.75,Cash,Germany,Germany,EUR,EUR,0,Normal Group
2023-10-08,00:00:00,ACC01011593,ACC01011595,5127.98,Debit Card,Australia,Australia,AUD,AUD,0,Normal Group
2023-01-10,00:00:00,ACC01012241,ACC01012246,5835.68,Cash,Spain,Spain,EUR,EUR,0,Normal Group
2023-10-14,01:47:00,ACC01007099,ACC01007100,50.08,Cross-border,Japan,Netherlands,JPY,EUR,0,Single Transaction
2023-05-31,22:00:00,ACC01011061,ACC01011062,4138.973054647121,Debit Card,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-05-13,00:00:00,ACC01014914,ACC01014916,8341.67,ACH,United States,United States,USD,USD,0,Normal Group
2023-10-22,00:00:00,ACC01013105,ACC01013111,3045.38,Debit Card,Canada,Canada,CAD,CAD,0,Normal Group
2023-08-14,18:22:00,ACC01003069,ACC01003070,4454.39,Cheque,Netherlands,France,EUR,EUR,0,Single Transaction
2023-06-03,00:00:00,ACC01014095,ACC01014101,8197.65,Credit Card,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-05-31,05:00:00,ACC01011433,ACC01011434,8637.681007782574,Debit Card,France,France,EUR,EUR,0,Periodical
2023-05-31,16:00:00,ACC01011295,ACC01011296,3642.0504875819934,ACH,United States,United States,USD,USD,0,Periodical
2023-07-23,00:00:00,ACC01014725,ACC01014726,5512.22,Debit Card,Germany,Germany,EUR,EUR,0,Normal Group
2023-04-02,00:00:00,ACC01015733,ACC01015741,1660.28,Debit Card,France,France,EUR,EUR,0,Normal Group
2023-08-21,00:00:00,ACC01013294,ACC01013297,803.27,Cheque,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-05-01,20:00:00,ACC01009971,ACC01009972,6139.275933477645,Debit Card,Canada,Canada,CAD,CAD,0,Periodical
2023-04-01,01:00:00,ACC01010285,ACC01010286,7106.962017318875,ACH,Australia,Australia,AUD,AUD,0,Periodical
2023-03-17,07:24:00,ACC01000947,ACC01000948,2857.34,Credit Card,Spain,United States,EUR,USD,0,Single Transaction
2023-01-01,15:00:00,ACC01010837,ACC01010838,9642.896616629005,ACH,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-11-06,00:00:00,ACC01015463,ACC01015464,4779.31,Credit Card,Japan,Japan,JPY,JPY,0,Normal Group
2023-11-09,00:00:00,ACC01013600,ACC01013603,1405.33,Debit Card,Germany,Germany,EUR,EUR,0,Normal Group
2023-02-21,13:26:00,ACC01000997,ACC01000998,2434.5,Cash,Australia,Italy,AUD,EUR,0,Single Transaction
2023-11-22,00:00:00,ACC01012295,ACC01012303,1104.43,Cheque,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-12-16,00:00:00,ACC01014743,ACC01014745,5571.79,Credit Card,Japan,Japan,JPY,JPY,0,Normal Group
2023-01-31,15:00:00,ACC01010247,ACC01010248,9027.344754490992,Debit Card,United States,United States,USD,USD,0,Periodical
2023-06-30,05:00:00,ACC01010001,ACC01010002,6560.555917325042,Debit Card,Spain,Spain,EUR,EUR,0,Periodical
2023-09-07,00:00:00,ACC01015616,ACC01015619,8864.88,Cash,Spain,Spain,EUR,EUR,0,Normal Group
2023-10-18,00:00:00,ACC01012619,ACC01012622,4146.03,Cash,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-06-20,00:00:00,ACC01015049,ACC01015054,2779.02,Cash,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-09-28,00:00:00,ACC01014527,ACC01014529,3745.69,Cheque,Australia,Australia,AUD,AUD,0,Normal Group
2023-04-13,00:00:00,ACC01013249,ACC01013250,4535.84,Credit Card,United States,United States,USD,USD,0,Normal Group
2023-07-28,00:09:00,ACC01003309,ACC01003310,1916.8,ACH,Japan,Japan,JPY,JPY,0,Single Transaction
2023-05-25,00:00:00,ACC01013789,ACC01013794,5608.75,Debit Card,Japan,Japan,JPY,JPY,0,Normal Group
2024-01-22,00:00:00,ACC01014995,ACC01014997,205.61,Cheque,Germany,Germany,EUR,EUR,0,Normal Group
2023-04-20,00:00:00,ACC01013384,ACC01013388,5199.29,Credit Card,United States,United States,USD,USD,0,Normal Group
2024-01-09,00:00:00,ACC01013987,ACC01013989,5204.3,Credit Card,Canada,Canada,CAD,CAD,0,Normal Group
2023-03-02,12:00:00,ACC01009791,ACC01009792,552.8939623512346,ACH,Spain,Spain,EUR,EUR,0,Periodical
2023-02-04,00:00:00,ACC01014626,ACC01014631,8945.7,ACH,Australia,Australia,AUD,AUD,0,Normal Group
2023-02-19,00:00:00,ACC01011602,ACC01011605,5211.25,Cheque,Australia,Australia,AUD,AUD,0,Normal Group
2023-02-01,00:00:00,ACC01014923,ACC01014931,605.04,Credit Card,Germany,Germany,EUR,EUR,0,Normal Group
2023-03-07,00:00:00,ACC01015625,ACC01015628,958.52,Credit Card,Japan,Japan,JPY,JPY,0,Normal Group
2023-07-30,13:00:00,ACC01011309,ACC01011310,665.9748960502703,ACH,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-04-12,00:00:00,ACC01015328,ACC01015329,9196.41,Credit Card,United States,United States,USD,USD,0,Normal Group
2023-09-04,00:00:00,ACC01015229,ACC01015232,7345.48,Cash,Spain,Spain,EUR,EUR,0,Normal Group
2023-08-29,14:00:00,ACC01010661,ACC01010662,1462.1172595981807,ACH,Germany,Germany,EUR,EUR,0,Periodical
2023-06-09,00:00:00,ACC01015337,ACC01015340,659.58,Cross-border,Germany,Germany,EUR,EUR,0,Normal Group
2023-11-18,00:00:00,ACC01014410,ACC01014411,6298.21,Debit Card,Spain,Spain,EUR,EUR,0,Normal Group
2023-11-08,09:22:00,ACC01002145,ACC01002146,1257.29,Cash,United States,France,USD,EUR,0,Single Transaction
2023-03-06,00:00:00,ACC01012367,ACC01012370,7010.44,Debit Card,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-04-01,16:00:00,ACC01010381,ACC01010382,3976.5285824397224,ACH,Germany,Germany,EUR,EUR,0,Periodical
2023-09-18,00:00:00,ACC01015544,ACC01015545,554.74,ACH,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-04-16,00:00:00,ACC01015814,ACC01015815,2145.65,Credit Card,Japan,Japan,JPY,JPY,0,Normal Group
2023-03-24,00:00:00,ACC01015661,ACC01015664,6155.2,ACH,Japan,Japan,JPY,JPY,0,Normal Group
2023-04-01,00:00:00,ACC01015013,ACC01015016,6464.73,ACH,Canada,Canada,CAD,CAD,0,Normal Group
2023-04-07,00:00:00,ACC01012034,ACC01012037,1027.73,Cheque,Japan,Japan,JPY,JPY,0,Normal Group
2023-01-20,00:00:00,ACC01012475,ACC01012476,8953.34,ACH,Spain,Spain,EUR,EUR,0,Normal Group
2023-10-17,00:00:00,ACC01015499,ACC01015501,4814.59,ACH,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-04-30,00:00:00,ACC01012907,ACC01012909,8411.29,Credit Card,Canada,Canada,CAD,CAD,0,Normal Group
2023-02-02,00:00:00,ACC01013366,ACC01013368,1546.88,Cheque,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-02-24,00:00:00,ACC01015553,ACC01015560,8229.95,Cheque,France,France,EUR,EUR,0,Normal Group
2023-01-29,14:54:00,ACC01005089,ACC01005090,3023.98,Cheque,United States,Japan,USD,JPY,0,Single Transaction
2023-04-01,02:00:00,ACC01009769,ACC01009770,4759.406897237247,Debit Card,Germany,Germany,EUR,EUR,0,Periodical
2023-08-29,19:00:00,ACC01010639,ACC01010640,5883.718887236207,ACH,Italy,Italy,EUR,EUR,0,Periodical
2023-08-11,00:00:00,ACC01014428,ACC01014433,7752.29,Debit Card,Canada,Canada,CAD,CAD,0,Normal Group
2023-07-12,00:00:00,ACC01012817,ACC01012818,9453.47,Cross-border,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-04-25,08:06:00,ACC01000211,ACC01000212,1709.72,Cheque,Canada,Japan,CAD,JPY,0,Single Transaction
2023-07-30,10:00:00,ACC01010373,ACC01010374,1178.008633027292,Debit Card,Spain,Spain,EUR,EUR,0,Periodical
2023-03-02,14:00:00,ACC01010825,ACC01010826,5761.568549972774,Debit Card,Japan,Japan,JPY,JPY,0,Periodical
2023-09-22,14:29:00,ACC01003831,ACC01003832,2639.98,Cheque,Netherlands,Spain,EUR,EUR,0,Single Transaction
2023-10-15,00:00:00,ACC01012916,ACC01012918,2672.02,ACH,Spain,Spain,EUR,EUR,0,Normal Group
2023-04-16,00:00:00,ACC01012826,ACC01012831,2252.31,Debit Card,France,France,EUR,EUR,0,Normal Group
2023-07-30,17:00:00,ACC01010505,ACC01010506,8685.49897170031,Debit Card,United States,United States,USD,USD,0,Periodical
2023-04-25,00:00:00,ACC01013672,ACC01013676,6249.0,Cross-border,France,France,EUR,EUR,0,Normal Group
2023-06-15,01:21:00,ACC01003751,ACC01003752,3109.32,Debit Card,Germany,United Kingdom,EUR,GBP,0,Single Transaction
2023-10-27,01:00:00,ACC01000131,ACC01000136,30065.59,Credit Card,United States,United States,USD,USD,1,Behavioural Change 1
2023-01-31,03:00:00,ACC01009691,ACC01009692,9916.53456219473,ACH,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-06-25,00:00:00,ACC01015085,ACC01015088,5754.57,Cross-border,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-07-30,21:00:00,ACC01010761,ACC01010762,2490.813930008209,Debit Card,Italy,Italy,EUR,EUR,0,Periodical
2023-04-20,00:44:00,ACC01009229,ACC01009230,2111.15,Cheque,United States,Italy,USD,EUR,0,Single Transaction
2023-05-01,04:00:00,ACC01010647,ACC01010648,4180.745250487156,ACH,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-12-21,19:47:00,ACC01002665,ACC01002666,271.43,Cross-border,Australia,Netherlands,AUD,EUR,0,Single Transaction
2023-11-05,00:00:00,ACC01012268,ACC01012276,5852.96,Cheque,Italy,Italy,EUR,EUR,0,Normal Group
2023-07-06,00:00:00,ACC01014815,ACC01014823,5121.66,ACH,Australia,Australia,AUD,AUD,0,Normal Group
2023-05-31,19:00:00,ACC01011519,ACC01011520,2471.5009523677895,ACH,Australia,Australia,AUD,AUD,0,Periodical
2023-11-01,00:00:00,ACC01011854,ACC01011857,2552.93,Debit Card,France,France,EUR,EUR,0,Normal Group
2023-09-05,00:00:00,ACC01015490,ACC01015491,5363.77,Debit Card,Spain,Spain,EUR,EUR,0,Normal Group
2023-04-01,05:00:00,ACC01010329,ACC01010330,8751.702471953131,ACH,Japan,Japan,JPY,JPY,0,Periodical
2023-10-28,22:00:00,ACC01010333,ACC01010334,7656.2679948887135,Debit Card,Japan,Japan,JPY,JPY,0,Periodical
2023-03-26,21:50:00,ACC01008369,ACC01008370,4049.84,Debit Card,Japan,France,JPY,EUR,0,Single Transaction
2023-05-31,08:00:00,ACC01010287,ACC01010288,2385.3832593247807,ACH,France,France,EUR,EUR,0,Periodical
2023-04-09,00:00:00,ACC01011908,ACC01011911,2926.09,Cross-border,Spain,Spain,EUR,EUR,0,Normal Group
2023-05-01,00:00:00,ACC01012844,ACC01012846,3874.62,Credit Card,Spain,Spain,EUR,EUR,0,Normal Group
2023-07-26,00:00:00,ACC01011701,ACC01011705,1429.35,Debit Card,United States,United States,USD,USD,0,Normal Group
2023-07-30,12:00:00,ACC01010875,ACC01010876,9910.462785678741,Debit Card,United States,United States,USD,USD,0,Periodical
2023-01-31,06:00:00,ACC01011063,ACC01011064,7880.707723541155,Debit Card,Japan,Japan,JPY,JPY,0,Periodical
2023-10-07,21:33:00,ACC01006571,ACC01006572,2604.79,ACH,Germany,Canada,EUR,CAD,0,Single Transaction
2023-01-31,21:09:00,ACC01005481,ACC01005482,2371.33,Cross-border,Spain,Spain,EUR,EUR,0,Single Transaction
2023-11-19,00:00:00,ACC01015031,ACC01015034,2810.45,Cheque,Australia,Australia,AUD,AUD,0,Normal Group
2023-09-26,00:00:00,ACC01015130,ACC01015131,9837.48,Cash,Spain,Spain,EUR,EUR,0,Normal Group
2023-08-14,00:00:00,ACC01012214,ACC01012215,8981.57,Cheque,Canada,Canada,CAD,CAD,0,Normal Group
2023-09-15,00:00:00,ACC01013690,ACC01013691,1719.44,Cross-border,France,France,EUR,EUR,0,Normal Group
2024-01-09,00:00:00,ACC01012484,ACC01012487,9808.26,Cash,Germany,Germany,EUR,EUR,0,Normal Group
2023-01-01,15:00:00,ACC01011001,ACC01011002,5193.4141797804505,ACH,Australia,Australia,AUD,AUD,0,Periodical
2023-04-20,00:00:00,ACC01014671,ACC01014673,1741.54,Cheque,Italy,Italy,EUR,EUR,0,Normal Group
2023-11-07,00:00:00,ACC01012322,ACC01012325,6184.7,ACH,Australia,Australia,AUD,AUD,0,Normal Group
2023-05-13,21:14:00,ACC01003995,ACC01003996,2895.31,Cheque,Australia,Japan,AUD,JPY,0,Single Transaction
2023-05-31,17:00:00,ACC01010907,ACC01010908,4040.3403114193125,Debit Card,Japan,Japan,JPY,JPY,0,Periodical
2023-02-07,00:00:00,ACC01015157,ACC01015159,8645.03,ACH,Spain,Spain,EUR,EUR,0,Normal Group
2023-01-31,00:00:00,ACC01010397,ACC01010398,1273.3040582369413,Debit Card,United States,United States,USD,USD,0,Periodical
2023-02-23,00:00:00,ACC01015265,ACC01015269,3914.28,Cheque,Japan,Japan,JPY,JPY,0,Normal Group
2023-01-31,11:00:00,ACC01009695,ACC01009696,4996.970768206128,Debit Card,Australia,Australia,AUD,AUD,0,Periodical
2023-05-02,00:00:00,ACC01013087,ACC01013089,4283.18,Cheque,Japan,Japan,JPY,JPY,0,Normal Group
2023-09-22,00:00:00,ACC01014824,ACC01014832,5207.86,Cash,United States,United States,USD,USD,0,Normal Group
2023-07-25,00:00:00,ACC01013465,ACC01013466,3136.43,Cross-border,Japan,Japan,JPY,JPY,0,Normal Group
2023-05-17,00:00:00,ACC01013231,ACC01013238,109.0,Debit Card,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-09-05,00:00:00,ACC01013870,ACC01013876,2157.35,ACH,Italy,Italy,EUR,EUR,0,Normal Group
2023-11-12,14:39:00,ACC01005317,ACC01005318,4397.23,Cross-border,Germany,United States,EUR,USD,0,Single Transaction
2023-05-31,08:00:00,ACC01010023,ACC01010024,6574.003270512188,ACH,Germany,Germany,EUR,EUR,0,Periodical
2023-05-01,20:00:00,ACC01010881,ACC01010882,3767.2395497372004,Debit Card,Australia,Australia,AUD,AUD,0,Periodical
2023-01-19,00:00:00,ACC01011845,ACC01011846,5782.07,Cheque,Japan,Japan,JPY,JPY,0,Normal Group
2023-03-14,00:00:00,ACC01015274,ACC01015282,8432.62,Debit Card,Australia,Australia,AUD,AUD,0,Normal Group
2023-06-24,00:00:00,ACC01011890,ACC01011893,4972.72,Debit Card,Italy,Italy,EUR,EUR,0,Normal Group
2023-06-10,10:22:00,ACC01003997,ACC01003998,4336.39,Credit Card,Australia,United States,AUD,USD,0,Single Transaction
2023-08-29,13:00:00,ACC01010473,ACC01010474,889.5985572944285,Debit Card,Italy,Italy,EUR,EUR,0,Periodical
2023-02-26,00:00:00,ACC01014419,ACC01014420,860.82,Credit Card,Canada,Canada,CAD,CAD,0,Normal Group
2023-05-01,12:00:00,ACC01010639,ACC01010640,6107.572418903484,ACH,Italy,Italy,EUR,EUR,0,Periodical
2023-05-08,22:50:00,ACC01006745,ACC01006746,4241.38,Credit Card,Germany,France,EUR,EUR,0,Single Transaction
2023-05-01,12:00:00,ACC01011531,ACC01011532,8373.51540824725,Debit Card,United States,United States,USD,USD,0,Periodical
2023-02-05,00:00:00,ACC01012016,ACC01012019,6234.52,Cash,Germany,Germany,EUR,EUR,0,Normal Group
2023-07-31,00:00:00,ACC01012574,ACC01012577,6571.65,Cross-border,Spain,Spain,EUR,EUR,0,Normal Group
2023-12-31,00:00:00,ACC01013321,ACC01013324,2223.98,Cash,Germany,Germany,EUR,EUR,0,Normal Group
2023-03-06,00:00:00,ACC01013303,ACC01013310,5726.57,Cheque,Japan,Japan,JPY,JPY,0,Normal Group
2023-03-15,10:16:00,ACC01003269,ACC01003270,3849.52,Debit Card,Australia,Spain,AUD,EUR,0,Single Transaction
2023-06-03,00:00:00,ACC01013267,ACC01013273,9274.28,Cash,Spain,Spain,EUR,EUR,0,Normal Group
2023-06-08,00:00:00,ACC01015760,ACC01015762,9944.33,Debit Card,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-09-30,09:29:00,ACC01002369,ACC01002370,1985.85,Cross-border,United States,Spain,USD,EUR,0,Single Transaction
2023-05-31,19:00:00,ACC01011439,ACC01011440,6996.78230437735,Debit Card,Germany,Germany,EUR,EUR,0,Periodical
2023-05-01,20:00:00,ACC01011429,ACC01011430,5225.267962154693,Debit Card,Canada,Canada,CAD,CAD,0,Periodical
2023-06-30,14:00:00,ACC01010869,ACC01010870,9630.059398132707,ACH,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-05-18,00:00:00,ACC01014284,ACC01014288,1826.09,Cash,Italy,Italy,EUR,EUR,0,Normal Group
2023-03-09,14:30:00,ACC01001841,ACC01001842,2641.05,Cross-border,Canada,Australia,CAD,AUD,0,Single Transaction
2023-05-20,00:00:00,ACC01012556,ACC01012563,7730.79,Credit Card,United States,United States,USD,USD,0,Normal Group
2023-10-18,00:00:00,ACC01015193,ACC01015198,791.53,Cheque,Australia,Australia,AUD,AUD,0,Normal Group
2023-07-30,17:00:00,ACC01010751,ACC01010752,5905.778553596504,Debit Card,Italy,Italy,EUR,EUR,0,Periodical
2023-11-21,00:00:00,ACC01013519,ACC01013527,3175.74,Debit Card,Spain,Spain,EUR,EUR,0,Normal Group
2023-09-06,00:00:00,ACC01012988,ACC01012991,7492.68,Cash,Germany,Germany,EUR,EUR,0,Normal Group
2023-03-15,23:08:00,ACC01003105,ACC01003106,3377.72,Credit Card,Italy,United Kingdom,EUR,GBP,0,Single Transaction
2023-03-24,13:50:00,ACC01001463,ACC01001464,646.0,Credit Card,France,Spain,EUR,EUR,0,Single Transaction
2023-03-25,18:34:00,ACC01002141,ACC01002142,4072.49,Cross-border,Canada,Netherlands,CAD,EUR,0,Single Transaction
2023-01-31,16:00:00,ACC01011033,ACC01011034,2341.6936020302187,Debit Card,Italy,Italy,EUR,EUR,0,Periodical
2023-01-01,11:00:00,ACC01009991,ACC01009992,3200.009074299463,Debit Card,Japan,Japan,JPY,JPY,0,Periodical
2023-05-31,00:00:00,ACC01009801,ACC01009802,4280.445354763063,Debit Card,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-07-24,00:00:00,ACC01012520,ACC01012521,5761.92,ACH,Spain,Spain,EUR,EUR,0,Normal Group
2023-04-01,19:00:00,ACC01010923,ACC01010924,6351.472887343997,ACH,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-06-19,00:00:00,ACC01012520,ACC01012526,101.01,ACH,Spain,Spain,EUR,EUR,0,Normal Group
2023-04-30,00:00:00,ACC01012907,ACC01012908,333.13,Credit Card,Canada,Canada,CAD,CAD,0,Normal Group
2023-01-01,15:00:00,ACC01011135,ACC01011136,7399.417036738766,ACH,France,France,EUR,EUR,0,Periodical
2023-03-19,00:00:00,ACC01015607,ACC01015609,6764.0,ACH,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-01-31,19:00:00,ACC01009713,ACC01009714,3477.7957563007344,Debit Card,Germany,Germany,EUR,EUR,0,Periodical
2023-05-27,00:00:00,ACC01014356,ACC01014357,7050.23,ACH,Japan,Japan,JPY,JPY,0,Normal Group
2023-02-09,20:14:00,ACC01000885,ACC01000886,3118.6,ACH,Netherlands,Germany,EUR,EUR,0,Single Transaction
2023-01-31,14:00:00,ACC01010707,ACC01010708,523.9394100447709,ACH,United States,United States,USD,USD,0,Periodical
2023-03-13,00:00:00,ACC01012835,ACC01012839,6754.73,Cross-border,Spain,Spain,EUR,EUR,0,Normal Group
2023-05-31,11:00:00,ACC01011487,ACC01011488,3852.272110556564,ACH,Germany,Germany,EUR,EUR,0,Periodical
2024-02-04,00:00:00,ACC01014653,ACC01014655,4269.6,Cash,Australia,Australia,AUD,AUD,0,Normal Group
2023-01-23,00:00:00,ACC01015571,ACC01015574,4466.76,Credit Card,United States,United States,USD,USD,0,Normal Group
2023-02-08,20:29:00,ACC01006583,ACC01006584,3614.33,Debit Card,France,Germany,EUR,EUR,0,Single Transaction
2023-08-29,20:00:00,ACC01011343,ACC01011344,1353.6729853733896,ACH,Italy,Italy,EUR,EUR,0,Periodical
2023-05-01,05:00:00,ACC01011131,ACC01011132,8864.45751339727,ACH,Germany,Germany,EUR,EUR,0,Periodical
2023-10-26,00:00:00,ACC01011935,ACC01011938,5247.17,Credit Card,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-06-28,00:00:00,ACC01012817,ACC01012820,7003.45,Cross-border,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-07-15,00:00:00,ACC01012511,ACC01012514,3793.32,Cross-border,Spain,Spain,EUR,EUR,0,Normal Group
2023-05-02,00:00:00,ACC01015814,ACC01015819,7239.74,Credit Card,Japan,Japan,JPY,JPY,0,Normal Group
